Sequence,ATGNumber,position,frame
AAS53365,8.0,511.0,1.0
AAS53365,9.0,528.0,0.0
AAS53365,10.0,780.0,0.0
AAS53365,11.0,820.0,1.0
AAS53365,12.0,832.0,1.0
AAS53365,13.0,859.0,1.0
AAS53365,14.0,922.0,1.0
AAS53365,15.0,959.0,2.0
AAS53365,16.0,1063.0,1.0
AAS53365,17.0,1071.0,0.0
AAS53365,18.0,1141.0,1.0
AAS53365,19.0,1168.0,1.0
AAS53365,20.0,1183.0,1.0
AAS53365,21.0,1192.0,1.0
AAS53365,22.0,1251.0,0.0
AAS53365,23.0,1256.0,2.0
AAS53365,24.0,1327.0,1.0
AAS53365,25.0,1351.0,1.0
AAS53365,26.0,1354.0,1.0
AAS53365,27.0,1383.0,0.0
AAS53365,28.0,1405.0,1.0
AAS53365,29.0,1423.0,1.0
AAS53365,30.0,1451.0,2.0
AAS53365,31.0,1531.0,1.0
AAS53555,1.0,0.0,0.0
AAS53555,2.0,23.0,2.0
AAS53555,3.0,37.0,1.0
AAS53555,4.0,190.0,1.0
AAS53555,5.0,232.0,1.0
AAS53555,6.0,259.0,1.0
AAS53555,7.0,343.0,1.0
AAS53555,8.0,421.0,1.0
AAS53337,1.0,0.0,0.0
AAS53337,2.0,99.0,0.0
AAS53337,3.0,111.0,0.0
AAS53337,4.0,171.0,0.0
AAS53337,5.0,358.0,1.0
AAS53620,1.0,0.0,0.0
AAS53620,2.0,29.0,2.0
AAS53620,3.0,197.0,2.0
AAS53620,4.0,234.0,0.0
AAS53620,5.0,246.0,0.0
AAS53620,6.0,255.0,0.0
AAS53620,7.0,288.0,0.0
AAS53620,8.0,300.0,0.0
AAS53620,9.0,399.0,0.0
AAS53620,10.0,409.0,1.0
AAS53620,11.0,432.0,0.0
AAS53620,12.0,462.0,0.0
AAS53620,13.0,513.0,0.0
AAS53620,14.0,525.0,0.0
AAS53834,1.0,0.0,0.0
AAS53834,2.0,129.0,0.0
AAS53834,3.0,288.0,0.0
AAS54094,1.0,0.0,0.0
AAS54094,2.0,16.0,1.0
AAS54094,3.0,22.0,1.0
AAS54094,4.0,220.0,1.0
AAS54094,5.0,234.0,0.0
AAS54094,6.0,335.0,2.0
AAS54094,7.0,362.0,2.0
AAS54094,8.0,376.0,1.0
AAS54094,9.0,516.0,0.0
AAS54094,10.0,625.0,1.0
AAS54094,11.0,630.0,0.0
AAS54094,12.0,657.0,0.0
AAS54094,13.0,709.0,1.0
AAS54094,14.0,951.0,0.0
AAS54094,15.0,970.0,1.0
AAS54094,16.0,980.0,2.0
AAS54094,17.0,1063.0,1.0
AAS54094,18.0,1110.0,0.0
AAS54094,19.0,1197.0,0.0
AAS54094,20.0,1219.0,1.0
AAS54094,21.0,1248.0,0.0
AAS54094,22.0,1308.0,0.0
AAS54094,23.0,1465.0,1.0
AAS54094,24.0,1486.0,1.0
AAS54094,25.0,1546.0,1.0
AAS54094,26.0,1738.0,1.0
AAS54094,27.0,1756.0,1.0
AAS54094,28.0,1800.0,0.0
AAS54094,29.0,1805.0,2.0
AAS54094,30.0,1831.0,1.0
AAS54094,31.0,1834.0,1.0
AAS54094,32.0,1849.0,1.0
AAS54094,33.0,1868.0,2.0
AAS54094,34.0,1884.0,0.0
AAS54094,35.0,1912.0,1.0
AAS54094,36.0,2017.0,1.0
AAS54094,37.0,2049.0,0.0
AAS54094,38.0,2077.0,1.0
AAS54094,39.0,2098.0,1.0
AAS54094,40.0,2406.0,0.0
AAS53489,1.0,0.0,0.0
AAS53489,2.0,30.0,0.0
AAS53489,3.0,193.0,1.0
AAS53489,4.0,234.0,0.0
AAS53489,5.0,253.0,1.0
AAS53489,6.0,301.0,1.0
AAS53489,7.0,324.0,0.0
AAS53489,8.0,330.0,0.0
AAS53489,9.0,334.0,1.0
AAS53489,10.0,354.0,0.0
AAS53489,11.0,459.0,0.0
AAS53489,12.0,492.0,0.0
AAS53489,13.0,576.0,0.0
AAS53489,14.0,597.0,0.0
AAS53489,15.0,609.0,0.0
AAS53687,1.0,0.0,0.0
AAS53687,2.0,106.0,1.0
AAS53687,3.0,138.0,0.0
AAS53687,4.0,171.0,0.0
AAS53687,5.0,271.0,1.0
AAS53687,6.0,290.0,2.0
AAS53687,7.0,355.0,1.0
AAS53687,8.0,396.0,0.0
AAS53687,9.0,445.0,1.0
AAS53687,10.0,501.0,0.0
AAS53687,11.0,583.0,1.0
AAS53687,12.0,667.0,1.0
AAS53687,13.0,718.0,1.0
AAS53687,14.0,750.0,0.0
AAS53687,15.0,892.0,1.0
AAS53687,16.0,913.0,1.0
AAS53687,17.0,940.0,1.0
AAS53687,18.0,980.0,2.0
AAS53687,19.0,1005.0,0.0
AAS53687,20.0,1089.0,0.0
AAS53687,21.0,1153.0,1.0
AAS53687,22.0,1191.0,0.0
AAS53687,23.0,1210.0,1.0
AAS53687,24.0,1246.0,1.0
AAS53687,25.0,1264.0,1.0
AAS53687,26.0,1326.0,0.0
AAS53687,27.0,1335.0,0.0
AAS53687,28.0,1386.0,0.0
AAS53687,29.0,1418.0,2.0
AAS53687,30.0,1435.0,1.0
AAS53687,31.0,1557.0,0.0
AAS53687,32.0,1588.0,1.0
AAS53687,33.0,1600.0,1.0
AAS53687,34.0,1620.0,0.0
AAS53687,35.0,1660.0,1.0
AAS53687,36.0,1666.0,1.0
AAS53687,37.0,1689.0,0.0
AAS53687,38.0,1762.0,1.0
AAS53687,39.0,1765.0,1.0
AAS53687,40.0,1779.0,0.0
AAS53687,41.0,1789.0,1.0
AAS53687,42.0,1798.0,1.0
AAS53687,43.0,1807.0,1.0
AAS53687,44.0,1896.0,0.0
AAS53687,45.0,1916.0,2.0
AAS53687,46.0,1933.0,1.0
AAS53687,47.0,1936.0,1.0
AAS53687,48.0,1954.0,1.0
AAS53687,49.0,2104.0,1.0
AAS53687,50.0,2136.0,0.0
AAS53687,51.0,2149.0,1.0
AAS53687,52.0,2161.0,1.0
AAS53687,53.0,2182.0,1.0
AAS53687,54.0,2188.0,1.0
AAS53687,55.0,2205.0,0.0
AAS53687,56.0,2273.0,2.0
AAS53687,57.0,2301.0,0.0
AAS53687,58.0,2308.0,1.0
AAS53687,59.0,2311.0,1.0
AAS53687,60.0,2371.0,1.0
AAS53687,61.0,2402.0,2.0
AAS53687,62.0,2413.0,1.0
AAS53687,63.0,2430.0,0.0
AAS53687,64.0,2433.0,0.0
AAS53687,65.0,2446.0,1.0
AAS53687,66.0,2463.0,0.0
AAS53687,67.0,2466.0,0.0
AAS53687,68.0,2470.0,1.0
AAS53687,69.0,2475.0,0.0
AAS53687,70.0,2481.0,0.0
AAS53687,71.0,2571.0,0.0
AAS53687,72.0,2577.0,0.0
AAS53687,73.0,2736.0,0.0
AAS53687,74.0,2761.0,1.0
AAS53687,75.0,2806.0,1.0
AAS53687,76.0,2818.0,1.0
AAS53687,77.0,2881.0,1.0
AAS53687,78.0,2905.0,1.0
AAS53687,79.0,2919.0,0.0
AAS53687,80.0,2937.0,0.0
AAS53687,81.0,2946.0,0.0
AAS53687,82.0,3015.0,0.0
AAS53687,83.0,3139.0,1.0
AAS53687,84.0,3178.0,1.0
AAS53687,85.0,3189.0,0.0
AAS53687,86.0,3211.0,1.0
AAS53687,87.0,3247.0,1.0
AAS53687,88.0,3283.0,1.0
AAS53687,89.0,3288.0,0.0
AAS53687,90.0,3321.0,0.0
AAS53687,91.0,3361.0,1.0
AAS53687,92.0,3454.0,1.0
AAS53687,93.0,3462.0,0.0
AAS53687,94.0,3474.0,0.0
AAS53687,95.0,3556.0,1.0
AAS53495,1.0,0.0,0.0
AAS53495,2.0,59.0,2.0
AAS53495,3.0,141.0,0.0
AAS53495,4.0,190.0,1.0
AAS53495,5.0,279.0,0.0
AAS53495,6.0,298.0,1.0
AAS53495,7.0,363.0,0.0
AAS53495,8.0,414.0,0.0
AAS53495,9.0,423.0,0.0
AAS53495,10.0,442.0,1.0
AAS54080,1.0,0.0,0.0
AAS54080,2.0,39.0,0.0
AAS54080,3.0,288.0,0.0
AAS54080,4.0,322.0,1.0
AAS53795,1.0,0.0,0.0
AAS53795,2.0,157.0,1.0
AAS53795,3.0,246.0,0.0
AAS53795,4.0,342.0,0.0
AAS53795,5.0,366.0,0.0
AAS53795,6.0,460.0,1.0
AAS53795,7.0,559.0,1.0
AAS53795,8.0,564.0,0.0
AAS53795,9.0,577.0,1.0
AAS53795,10.0,599.0,2.0
AAS53795,11.0,621.0,0.0
AAS53795,12.0,689.0,2.0
AAS53795,13.0,739.0,1.0
AAS53795,14.0,773.0,2.0
AAS53795,15.0,810.0,0.0
AAS53795,16.0,843.0,0.0
AAS53795,17.0,880.0,1.0
AAS53795,18.0,898.0,1.0
AAS53795,19.0,1056.0,0.0
AAS53795,20.0,1239.0,0.0
AAS53795,21.0,1248.0,0.0
AAS53795,22.0,1371.0,0.0
AAS53795,23.0,1449.0,0.0
AAS53795,24.0,1533.0,0.0
AAS53795,25.0,1545.0,0.0
AAS53795,26.0,1660.0,1.0
AAS53795,27.0,1701.0,0.0
AAS53795,28.0,1783.0,1.0
AAS53795,29.0,1997.0,2.0
AAS53795,30.0,2055.0,0.0
AAS53795,31.0,2131.0,1.0
AAS53795,32.0,2233.0,1.0
AAS53795,33.0,2346.0,0.0
AAS53795,34.0,2376.0,0.0
AAS53795,35.0,2545.0,1.0
AAS53795,36.0,2629.0,1.0
AAS53795,37.0,2733.0,0.0
AAS53795,38.0,3069.0,0.0
AAS53795,39.0,3144.0,0.0
AAS53795,40.0,3152.0,2.0
AAS53490,1.0,0.0,0.0
AAS53490,2.0,20.0,2.0
AAS53490,3.0,100.0,1.0
AAS53490,4.0,127.0,1.0
AAS53490,5.0,144.0,0.0
AAS53490,6.0,152.0,2.0
AAS53490,7.0,208.0,1.0
AAS53490,8.0,220.0,1.0
AAS53490,9.0,287.0,2.0
AAS53490,10.0,409.0,1.0
AAS53490,11.0,450.0,0.0
AAS53490,12.0,486.0,0.0
AAS53490,13.0,506.0,2.0
AAS53490,14.0,540.0,0.0
AAS53490,15.0,655.0,1.0
AAS53490,16.0,717.0,0.0
AAS53490,17.0,739.0,1.0
AAS53490,18.0,771.0,0.0
AAS53490,19.0,776.0,2.0
AAS53490,20.0,787.0,1.0
AAS53490,21.0,808.0,1.0
AAS53490,22.0,841.0,1.0
AAS53490,23.0,1041.0,0.0
AAS53490,24.0,1150.0,1.0
AAS53490,25.0,1170.0,0.0
AAS53490,26.0,1185.0,0.0
AAS53490,27.0,1242.0,0.0
AAS53490,28.0,1252.0,1.0
AAS53490,29.0,1342.0,1.0
AAS53490,30.0,1369.0,1.0
AAS53490,31.0,1383.0,0.0
AAS53490,32.0,1390.0,1.0
AAS53490,33.0,1425.0,0.0
AAS53490,34.0,1477.0,1.0
AAS53490,35.0,1602.0,0.0
AAS53490,36.0,1625.0,2.0
AAS53490,37.0,1649.0,2.0
AAS53490,38.0,1693.0,1.0
AAS53490,39.0,1703.0,2.0
AAS53280,1.0,0.0,0.0
AAS53280,2.0,49.0,1.0
AAS53280,3.0,122.0,2.0
AAS53280,4.0,303.0,0.0
AAS53280,5.0,343.0,1.0
AAS53280,6.0,436.0,1.0
AAS53280,7.0,566.0,2.0
AAS53280,8.0,682.0,1.0
AAS53280,9.0,731.0,2.0
AAS53280,10.0,769.0,1.0
AAS53280,11.0,895.0,1.0
AAS53280,12.0,964.0,1.0
AAS53280,13.0,988.0,1.0
AAS53280,14.0,1093.0,1.0
AAS53280,15.0,1194.0,0.0
AAS53280,16.0,1228.0,1.0
AAS53280,17.0,1589.0,2.0
AAS53280,18.0,1597.0,1.0
AAS53280,19.0,1633.0,1.0
AAS53280,20.0,1729.0,1.0
AAS53280,21.0,1779.0,0.0
AAS53280,22.0,1788.0,0.0
AAS53280,23.0,1821.0,0.0
AAS53280,24.0,1875.0,0.0
AAS53280,25.0,1945.0,1.0
AAS53280,26.0,1978.0,1.0
AAS53280,27.0,2010.0,0.0
AAS53280,28.0,2029.0,1.0
AAS53280,29.0,2125.0,1.0
AAS53280,30.0,2130.0,0.0
AAS53280,31.0,2188.0,1.0
AAS53280,32.0,2479.0,1.0
AAS53280,33.0,2485.0,1.0
AAS53280,34.0,2533.0,1.0
AAS53280,35.0,2560.0,1.0
AAS53280,36.0,2587.0,1.0
AAS53280,37.0,2754.0,0.0
AAS53948,1.0,0.0,0.0
AAS53948,2.0,27.0,0.0
AAS53948,3.0,278.0,2.0
AAS53948,4.0,355.0,1.0
AAS53404,1.0,0.0,0.0
AAS53404,2.0,21.0,0.0
AAS53404,3.0,39.0,0.0
AAS53404,4.0,54.0,0.0
AAS53404,5.0,120.0,0.0
AAS53404,6.0,192.0,0.0
AAS53404,7.0,204.0,0.0
AAS53404,8.0,377.0,2.0
AAS53404,9.0,384.0,0.0
AAS53404,10.0,396.0,0.0
AAS53404,11.0,507.0,0.0
AAS53404,12.0,555.0,0.0
AAS53404,13.0,579.0,0.0
AAS53404,14.0,651.0,0.0
AAS53404,15.0,684.0,0.0
AAS53404,16.0,697.0,1.0
AAS53404,17.0,714.0,0.0
AAS53404,18.0,768.0,0.0
AAS53404,19.0,822.0,0.0
AAS53404,20.0,898.0,1.0
AAS53404,21.0,912.0,0.0
AAS53404,22.0,915.0,0.0
AAS53404,23.0,982.0,1.0
AAS53404,24.0,993.0,0.0
AAS53262,1.0,0.0,0.0
AAS53262,2.0,65.0,2.0
AAS53262,3.0,98.0,2.0
AAS53262,4.0,199.0,1.0
AAS53262,5.0,232.0,1.0
AAS53262,6.0,292.0,1.0
AAS53262,7.0,331.0,1.0
AAS53262,8.0,441.0,0.0
AAS53262,9.0,520.0,1.0
AAS53262,10.0,547.0,1.0
AAS53262,11.0,603.0,0.0
AAS53262,12.0,704.0,2.0
AAS53262,13.0,744.0,0.0
AAS53262,14.0,783.0,0.0
AAS53262,15.0,798.0,0.0
AAS53262,16.0,816.0,0.0
AAS53262,17.0,840.0,0.0
AAS53262,18.0,904.0,1.0
AAS53262,19.0,934.0,1.0
AAS53262,20.0,943.0,1.0
AAS53262,21.0,946.0,1.0
AAS53262,22.0,1084.0,1.0
AAS53262,23.0,1093.0,1.0
AAS53262,24.0,1099.0,1.0
AAS53262,25.0,1119.0,0.0
AAS53262,26.0,1173.0,0.0
AAS53262,27.0,1258.0,1.0
AAS53262,28.0,1279.0,1.0
AAS53262,29.0,1378.0,1.0
AAS53262,30.0,1470.0,0.0
AAS53262,31.0,1480.0,1.0
AAS53262,32.0,1510.0,1.0
AAS53262,33.0,1537.0,1.0
AAS53262,34.0,1540.0,1.0
AAS53262,35.0,1552.0,1.0
AAS53262,36.0,1567.0,1.0
AAS53262,37.0,1582.0,1.0
AAS53262,38.0,1604.0,2.0
AAS53262,39.0,1636.0,1.0
AAS53262,40.0,1665.0,0.0
AAS53262,41.0,1681.0,1.0
AAS53262,42.0,1690.0,1.0
AAS53262,43.0,1696.0,1.0
AAS53262,44.0,1771.0,1.0
AAS53262,45.0,1777.0,1.0
AAS53262,46.0,1804.0,1.0
AAS53262,47.0,1831.0,1.0
AAS53262,48.0,1870.0,1.0
AAS53262,49.0,1876.0,1.0
AAS53262,50.0,1975.0,1.0
AAS53262,51.0,2019.0,0.0
AAS53262,52.0,2031.0,0.0
AAS53262,53.0,2050.0,1.0
AAS53262,54.0,2137.0,1.0
AAS53262,55.0,2180.0,2.0
AAS53262,56.0,2197.0,1.0
AAS53262,57.0,2226.0,0.0
AAS53262,58.0,2234.0,2.0
AAS53262,59.0,2361.0,0.0
AAS53262,60.0,2379.0,0.0
AAS53262,61.0,2481.0,0.0
AAS53262,62.0,2491.0,1.0
AAS53262,63.0,2521.0,1.0
AAS53262,64.0,2654.0,2.0
AAS53262,65.0,2728.0,1.0
AAS53262,66.0,2746.0,1.0
AAS53262,67.0,2879.0,2.0
AAS53262,68.0,2953.0,1.0
AAS53262,69.0,2994.0,0.0
AAS53262,70.0,3054.0,0.0
AAS53262,71.0,3180.0,0.0
AAS53262,72.0,3250.0,1.0
AAS53262,73.0,3274.0,1.0
AAS53262,74.0,3504.0,0.0
AAS53262,75.0,3581.0,2.0
AAS53278,1.0,0.0,0.0
AAS53278,2.0,64.0,1.0
AAS53278,3.0,93.0,0.0
AAS53278,4.0,114.0,0.0
AAS53278,5.0,145.0,1.0
AAS53278,6.0,150.0,0.0
AAS53278,7.0,165.0,0.0
AAS53278,8.0,180.0,0.0
AAS53278,9.0,249.0,0.0
AAS53278,10.0,265.0,1.0
AAS53278,11.0,282.0,0.0
AAS53278,12.0,295.0,1.0
AAS53278,13.0,363.0,0.0
AAS53278,14.0,442.0,1.0
AAS53278,15.0,580.0,1.0
AAS53278,16.0,590.0,2.0
AAS53278,17.0,735.0,0.0
AAS53278,18.0,795.0,0.0
AAS53621,1.0,0.0,0.0
AAS53621,2.0,61.0,1.0
AAS53621,3.0,94.0,1.0
AAS53621,4.0,115.0,1.0
AAS53621,5.0,141.0,0.0
AAS53621,6.0,181.0,1.0
AAS53621,7.0,229.0,1.0
AAS53621,8.0,344.0,2.0
AAS53621,9.0,350.0,2.0
AAS53621,10.0,354.0,0.0
AAS53621,11.0,392.0,2.0
AAS53621,12.0,493.0,1.0
AAS53621,13.0,621.0,0.0
AAS53621,14.0,741.0,0.0
AAS53621,15.0,802.0,1.0
AAS53621,16.0,826.0,1.0
AAS53809,1.0,0.0,0.0
AAS53809,2.0,17.0,2.0
AAS53809,3.0,70.0,1.0
AAS53809,4.0,130.0,1.0
AAS53809,5.0,150.0,0.0
AAS53809,6.0,165.0,0.0
AAS53809,7.0,280.0,1.0
AAS53809,8.0,370.0,1.0
AAS53809,9.0,400.0,1.0
AAS53809,10.0,437.0,2.0
AAS53809,11.0,455.0,2.0
AAS53809,12.0,465.0,0.0
AAS53809,13.0,505.0,1.0
AAS53809,14.0,628.0,1.0
AAS53809,15.0,655.0,1.0
AAS53809,16.0,668.0,2.0
AAS53809,17.0,679.0,1.0
AAS53809,18.0,699.0,0.0
AAS53809,19.0,747.0,0.0
AAS53809,20.0,792.0,0.0
AAS53809,21.0,826.0,1.0
AAS53809,22.0,1055.0,2.0
AAS53809,23.0,1092.0,0.0
AAS53809,24.0,1153.0,1.0
AAS53809,25.0,1169.0,2.0
AAS53809,26.0,1212.0,0.0
AAS53809,27.0,1228.0,1.0
AAS53809,28.0,1300.0,1.0
AAS53809,29.0,1390.0,1.0
AAS53809,30.0,1411.0,1.0
AAS53809,31.0,1444.0,1.0
AAS53809,32.0,1465.0,1.0
AAS53809,33.0,1483.0,1.0
AAS53809,34.0,1513.0,1.0
AAS53809,35.0,1519.0,1.0
AAS53809,36.0,1522.0,1.0
AAS53809,37.0,1600.0,1.0
AAS53809,38.0,1645.0,1.0
AAS53809,39.0,1687.0,1.0
AAS53809,40.0,1736.0,2.0
AAS53809,41.0,1824.0,0.0
AAS53809,42.0,1884.0,0.0
AAS53809,43.0,1900.0,1.0
AAS53850,1.0,0.0,0.0
AAS53850,2.0,60.0,0.0
AAS53850,3.0,63.0,0.0
AAS53850,4.0,76.0,1.0
AAS53850,5.0,81.0,0.0
AAS53850,6.0,93.0,0.0
AAS53850,7.0,109.0,1.0
AAS53850,8.0,163.0,1.0
AAS53850,9.0,312.0,0.0
AAS53850,10.0,411.0,0.0
AAS53850,11.0,471.0,0.0
AAS53850,12.0,566.0,2.0
AAS53850,13.0,723.0,0.0
AAS53850,14.0,727.0,1.0
AAS53850,15.0,792.0,0.0
AAS53850,16.0,851.0,2.0
AAS53850,17.0,918.0,0.0
AAS53850,18.0,993.0,0.0
AAS53850,19.0,1038.0,0.0
AAS53850,20.0,1072.0,1.0
AAS53850,21.0,1083.0,0.0
AAS53850,22.0,1095.0,0.0
AAS53850,23.0,1120.0,1.0
AAS53850,24.0,1147.0,1.0
AAS53850,25.0,1279.0,1.0
AAS53850,26.0,1304.0,2.0
AAS53850,27.0,1318.0,1.0
AAS53850,28.0,1337.0,2.0
AAS53928,1.0,0.0,0.0
AAS53928,2.0,37.0,1.0
AAS53928,3.0,69.0,0.0
AAS53928,4.0,97.0,1.0
AAS53928,5.0,115.0,1.0
AAS53928,6.0,343.0,1.0
AAS53928,7.0,621.0,0.0
AAS53928,8.0,774.0,0.0
AAS53928,9.0,801.0,0.0
AAS53231,1.0,0.0,0.0
AAS53231,2.0,9.0,0.0
AAS53231,3.0,23.0,2.0
AAS53231,4.0,61.0,1.0
AAS53231,5.0,79.0,1.0
AAS53231,6.0,129.0,0.0
AAS53231,7.0,231.0,0.0
AAS53231,8.0,333.0,0.0
AAS53231,9.0,432.0,0.0
AAS53231,10.0,546.0,0.0
AAS53231,11.0,596.0,2.0
AAS53231,12.0,621.0,0.0
AAS53231,13.0,639.0,0.0
AAS53231,14.0,694.0,1.0
AAS53231,15.0,714.0,0.0
AAS53231,16.0,747.0,0.0
AAS53231,17.0,767.0,2.0
AAS53231,18.0,812.0,2.0
AAS53231,19.0,843.0,0.0
AAS53231,20.0,847.0,1.0
AAS53231,21.0,977.0,2.0
AAS53231,22.0,997.0,1.0
AAS53231,23.0,1023.0,0.0
AAS53177,1.0,0.0,0.0
AAS53177,2.0,76.0,1.0
AAS53177,3.0,288.0,0.0
AAS53177,4.0,372.0,0.0
AAS53177,5.0,465.0,0.0
AAS53177,6.0,579.0,0.0
AAS53177,7.0,594.0,0.0
AAS53177,8.0,859.0,1.0
AAS53177,9.0,877.0,1.0
AAS53177,10.0,908.0,2.0
AAS53177,11.0,992.0,2.0
AAS53177,12.0,1003.0,1.0
AAS53177,13.0,1011.0,0.0
AAS53177,14.0,1099.0,1.0
AAS53281,1.0,0.0,0.0
AAS53281,2.0,206.0,2.0
AAS53281,3.0,237.0,0.0
AAS53281,4.0,315.0,0.0
AAS53281,5.0,318.0,0.0
AAS53281,6.0,333.0,0.0
AAS53281,7.0,338.0,2.0
AAS53281,8.0,358.0,1.0
AAS53281,9.0,405.0,0.0
AAS53281,10.0,436.0,1.0
AAS53281,11.0,673.0,1.0
AAS53281,12.0,684.0,0.0
AAS53281,13.0,698.0,2.0
AAS53281,14.0,719.0,2.0
AAS53281,15.0,753.0,0.0
AAS53281,16.0,798.0,0.0
AAS53281,17.0,802.0,1.0
AAS53281,18.0,873.0,0.0
AAS53281,19.0,894.0,0.0
AAS53281,20.0,964.0,1.0
AAS53281,21.0,991.0,1.0
AAS53281,22.0,1002.0,0.0
AAS53281,23.0,1023.0,0.0
AAS53281,24.0,1026.0,0.0
AAS53281,25.0,1170.0,0.0
AAS53281,26.0,1240.0,1.0
AAS53281,27.0,1427.0,2.0
AAS54060,1.0,0.0,0.0
AAS54060,2.0,62.0,2.0
AAS54060,3.0,129.0,0.0
AAS54060,4.0,189.0,0.0
AAS53807,1.0,0.0,0.0
AAS53807,2.0,75.0,0.0
AAS53807,3.0,312.0,0.0
AAS53807,4.0,468.0,0.0
AAS53807,5.0,564.0,0.0
AAS53807,6.0,631.0,1.0
AAS53807,7.0,715.0,1.0
AAS53807,8.0,730.0,1.0
AAS53807,9.0,826.0,1.0
AAS53807,10.0,892.0,1.0
AAS53807,11.0,994.0,1.0
AAS53807,12.0,1223.0,2.0
AAS53266,1.0,0.0,0.0
AAS53266,2.0,61.0,1.0
AAS53266,3.0,69.0,0.0
AAS53266,4.0,76.0,1.0
AAS53266,5.0,176.0,2.0
AAS53266,6.0,289.0,1.0
AAS53266,7.0,354.0,0.0
AAS53266,8.0,399.0,0.0
AAS53266,9.0,466.0,1.0
AAS53266,10.0,498.0,0.0
AAS53266,11.0,544.0,1.0
AAS53266,12.0,637.0,1.0
AAS53266,13.0,652.0,1.0
AAS53266,14.0,802.0,1.0
AAS53266,15.0,899.0,2.0
AAS53266,16.0,944.0,2.0
AAS53266,17.0,1028.0,2.0
AAS53266,18.0,1077.0,0.0
AAS53266,19.0,1298.0,2.0
AAS53266,20.0,1328.0,2.0
AAS53266,21.0,1364.0,2.0
AAS53266,22.0,1421.0,2.0
AAS53266,23.0,1482.0,0.0
AAS53266,24.0,1551.0,0.0
AAS53266,25.0,1612.0,1.0
AAS53266,26.0,1627.0,1.0
AAS53266,27.0,1649.0,2.0
AAS53266,28.0,1657.0,1.0
AAS53266,29.0,1674.0,0.0
AAS53266,30.0,1680.0,0.0
AAS53266,31.0,1720.0,1.0
AAS53266,32.0,1780.0,1.0
AAS53266,33.0,1783.0,1.0
AAS53266,34.0,1876.0,1.0
AAS53266,35.0,1938.0,0.0
AAS53266,36.0,1996.0,1.0
AAS53266,37.0,2016.0,0.0
AAS53266,38.0,2032.0,1.0
AAS53266,39.0,2083.0,1.0
AAS53266,40.0,2105.0,2.0
AAS53266,41.0,2124.0,0.0
AAS53266,42.0,2147.0,2.0
AAS53266,43.0,2152.0,1.0
AAS53266,44.0,2182.0,1.0
AAS53266,45.0,2193.0,0.0
AAS53266,46.0,2200.0,1.0
AAS53266,47.0,2230.0,1.0
AAS53266,48.0,2239.0,1.0
AAS53266,49.0,2283.0,0.0
AAS53266,50.0,2310.0,0.0
AAS53266,51.0,2370.0,0.0
AAS53266,52.0,2442.0,0.0
AAS53266,53.0,2457.0,0.0
AAS53266,54.0,2491.0,1.0
AAS53266,55.0,2523.0,0.0
AAS53266,56.0,2589.0,0.0
AAS53266,57.0,2805.0,0.0
AAS53266,58.0,2812.0,1.0
AAS53266,59.0,2818.0,1.0
AAS53266,60.0,2851.0,1.0
AAS53266,61.0,2908.0,1.0
AAS53266,62.0,2931.0,0.0
AAS53266,63.0,2938.0,1.0
AAS53266,64.0,2971.0,1.0
AAS53266,65.0,2980.0,1.0
AAS53266,66.0,2987.0,2.0
AAS53266,67.0,3019.0,1.0
AAS53266,68.0,3117.0,0.0
AAS53266,69.0,3127.0,1.0
AAS53266,70.0,3158.0,2.0
AAS53266,71.0,3181.0,1.0
AAS53266,72.0,3187.0,1.0
AAS53266,73.0,3217.0,1.0
AAS53266,74.0,3235.0,1.0
AAS53266,75.0,3293.0,2.0
AAS53266,76.0,3301.0,1.0
AAS53266,77.0,3335.0,2.0
AAS53266,78.0,3348.0,0.0
AAS53266,79.0,3406.0,1.0
AAS53266,80.0,3421.0,1.0
AAS53266,81.0,3427.0,1.0
AAS53266,82.0,3442.0,1.0
AAS53266,83.0,3463.0,1.0
AAS53266,84.0,3538.0,1.0
AAS53266,85.0,3557.0,2.0
AAS53266,86.0,3564.0,0.0
AAS53266,87.0,3587.0,2.0
AAS53266,88.0,3613.0,1.0
AAS53266,89.0,3620.0,2.0
AAS53266,90.0,3650.0,2.0
AAS53266,91.0,3666.0,0.0
AAS53266,92.0,3694.0,1.0
AAS53266,93.0,3703.0,1.0
AAS53266,94.0,3831.0,0.0
AAS53266,95.0,3848.0,2.0
AAS53266,96.0,3891.0,0.0
AAS53266,97.0,3905.0,2.0
AAS53266,98.0,3928.0,1.0
AAS53266,99.0,4120.0,1.0
AAS53266,100.0,4147.0,1.0
AAS53266,101.0,4267.0,1.0
AAS53266,102.0,4284.0,0.0
AAS53266,103.0,4355.0,2.0
AAS53486,1.0,0.0,0.0
AAS53486,2.0,22.0,1.0
AAS53486,3.0,75.0,0.0
AAS53486,4.0,117.0,0.0
AAS53486,5.0,136.0,1.0
AAS53486,6.0,157.0,1.0
AAS53486,7.0,175.0,1.0
AAS53486,8.0,228.0,0.0
AAS53486,9.0,293.0,2.0
AAS53486,10.0,337.0,1.0
AAS53486,11.0,365.0,2.0
AAS53486,12.0,390.0,0.0
AAS53486,13.0,432.0,0.0
AAS53486,14.0,457.0,1.0
AAS53791,1.0,0.0,0.0
AAS53791,2.0,6.0,0.0
AAS53791,3.0,67.0,1.0
AAS53791,4.0,439.0,1.0
AAS53791,5.0,511.0,1.0
AAS53791,6.0,525.0,0.0
AAS53791,7.0,561.0,0.0
AAS53791,8.0,620.0,2.0
